Codigo,tipo,datareceb,descricao,valor,NumTitulo,Serie,Instituicao,ContaContabil,ContaContabilDebito,N,Tipo_C,Codigo_C
193721,C,2025-01-13 0:00:00,Lançamento Referente Recebimento Duplicata,"2536,21",53792,100,237,2,0,4,1,584
193722,C,2025-01-13 0:00:00,Lançamento Referente Recebimento Duplicata,"570,98",53836,100,237,2,0,2,1,1356
193723,C,2025-01-13 0:00:00,Lançamento Referente Recebimento Duplicata,"2126,15",53923,100,237,2,0,1,1,5636
193724,C,2025-01-13 0:00:00,Lançamento Referente Recebimento Duplicata,"1296,41",53935,100,237,2,0,1,1,292
193725,C,2025-01-13 0:00:00,Lançamento Referente Recebimento Duplicata,"844,48",53962,100,237,2,0,1,1,5708
193726,C,2025-01-10 0:00:00,RESG/VENCTO CDB,"100,00",0,,237,0,0,0,0,0
193798,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"99,90",1227,S,237,0,11,1,2,2772
193611,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"857,60",53788,100,237,2,0,1,1,5668
193612,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"1116,08",53840,100,237,2,0,1,1,3363
193613,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"1054,39",53871,100,237,2,0,1,1,5415
193614,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"1221,45",53916,100,237,2,0,1,1,3206
193615,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"1240,23",53917,100,237,2,0,1,1,674
193616,D,2025-01-06 0:00:00,DESPESAS DE PROTESTO,"9,19",0,,237,0,50,0,0,0
193617,C,2025-01-06 0:00:00,RENTAB.INVEST FACILCRED*,"0,39",0,,237,0,0,0,0,0
193618,D,2025-01-07 0:00:00,DOC/TED INTERNET,"39,30",0,,237,0,50,0,0,0
193619,C,2025-01-03 0:00:00,RESGATE AUTOMATICO,"100,00",0,,41,0,0,0,0,0
193620,D,2025-01-03 0:00:00,MENSALIDADE PACOTE,"75,00",0,,41,0,50,0,0,0
193621,D,2025-01-07 0:00:00,APLICACAO INVESTIMENTOS,"11117,12",0,,237,0,0,0,0,0
193629,C,2025-01-08 0:00:00,Lançamento Referente Recebimento Duplicata,"1316,48",53920,100,237,2,0,1,1,2017
193649,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1472,38",53417,100,237,2,0,8,1,5378
193650,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1270,20",53563,100,237,2,0,3,1,1548
193651,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"697,46",53650,100,237,2,0,4,1,2330
193652,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"995,82",53721,100,237,2,0,3,1,5537
193653,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1104,50",53740,100,237,2,0,3,1,4486
193654,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1465,11",53742,100,237,2,0,3,1,804
193655,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1274,81",53744,100,237,2,0,2,1,789
193656,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"6681,13",53770,100,237,2,0,4,1,4556
193657,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1291,31",53918,100,237,2,0,1,1,5676
193658,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1685,08",53921,100,237,2,0,1,1,5326
193659,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"2896,45",53932,100,237,2,0,1,1,607
193660,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1305,48",53931,100,237,2,0,1,1,394
193632,C,2025-01-08 0:00:00,Lançamento Referente Recebimento Duplicata,"1003,01",53928,100,237,2,0,1,1,2133
193736,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,951,358",53222,100,237,2,0,1,1,3547
193634,C,2025-01-07 0:00:00,RENTAB.INVEST FACILCRED*,"0,31",0,,237,0,0,0,0,0
193635,C,2025-01-07 0:00:00,RENTAB.INVEST FACILCRED*,"0,24",0,,237,0,0,0,0,0
193636,D,2025-01-08 0:00:00,DOC/TED INTERNET,"26,20",0,,237,0,50,0,0,0
193647,D,2025-01-08 0:00:00,Lançamento Referente Pagamento Duplicata,"400,00",2025769,S,237,0,29,1,2,5611
193638,D,2025-01-08 0:00:00,TARIFA AUTORIZ COBRANCA,"5,44",0,,237,0,50,0,0,0
193639,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"3023,16",18725,1,237,0,22,1,2,56
193640,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"5312,08",56970,1,237,0,22,1,2,245
193641,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"110,98",450409092024,S,237,0,39,5,3,4504
193642,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"308,83",569509092024,S,237,0,0,5,2,5695
193643,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"1295,23",138888,1,237,0,22,1,2,92
193644,D,2025-01-08 0:00:00,PROMOTOR,"250,00",0,,1,0,9,0,0,0
193646,C,2025-01-08 0:00:00,Lançamento Referente Recebimento Duplicata,"2104,20",54024,100,237,2,0,1,1,5758
193648,D,2025-01-08 0:00:00,APLICACAO INVESTIMENTOS,"4047,28",0,,237,0,0,0,0,0
193661,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1124,57",53933,100,237,2,0,1,1,314
193662,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1469,40",53934,100,237,2,0,1,1,3520
193663,C,2025-01-08 0:00:00,RESG/VENCTO CDB,"100,00",0,,237,0,0,0,0,0
193664,D,2025-01-09 0:00:00,TARIFA REGISTRO COBRANCA,"13,80",0,,237,0,50,0,0,0
193665,D,2025-01-10 0:00:00,PRUDENTIAL,"685,51",0,,237,0,39,0,0,0
193666,D,2025-01-10 0:00:00,PRUDENTIAL,"821,05",0,,237,0,39,0,0,0
193667,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"71,90",4448,0,237,0,53,2,2,251
193668,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"71,90",4574,0,237,0,53,2,2,251
193669,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"63,94",4627,0,237,0,53,1,2,251
193671,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"18,90",4768,0,237,0,53,1,2,251
193672,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"50,05",4770,0,237,0,53,1,2,251
193673,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"26,80",4771,0,237,0,53,1,2,251
193674,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"5,60",4773,0,237,0,53,1,2,251
193675,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"23,80",4781,0,237,0,53,1,2,251
193676,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"150,00",146,1,237,0,23,1,2,5138
193677,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"479,85",10498,1,237,0,22,3,2,5467
193678,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"39,00",16999,1,237,0,53,1,2,3976
193679,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"390,00",62554,1,237,0,13,1,2,278
193680,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"603,11",27710012025,1,237,0,0,1,2,277
193681,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"130,24",28010012025,1,237,0,33,1,2,280
193682,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"2695,10",185810012025,1,237,0,0,1,2,1858
193683,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"268,18",246310072024,1,237,0,0,7,2,2463
193684,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"81,00",4505,S,237,0,11,1,2,3018
193685,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"95,00",4517,S,237,0,11,1,2,3018
193686,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"202,68",20725,S,237,0,43,1,2,1822
193687,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"227,00",36621,S,237,0,42,1,2,2123
193688,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"45,00",61176,S,237,0,13,1,2,4396
193689,D,2025-01-09 0:00:00,Lançamento Referente Pagamento Duplicata,"380,00",649,S,237,0,42,1,2,5759
193690,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1096,00",54009,100,237,2,0,1,1,5646
193691,C,2025-01-09 0:00:00,Lançamento Referente Recebimento Duplicata,"1480,48",53879,100,237,2,0,1,1,5537
193692,D,2025-01-09 0:00:00,APLICACAO INVESTIMENTOS,"16867,10",0,,237,0,0,0,0,0
193727,D,2025-01-10 0:00:00,DESPESAS DE PROTESTO,"74,27",0,,237,0,50,0,0,0
193693,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"551,58",53819,100,237,2,0,2,1,5708
193694,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"650,99",53941,100,237,2,0,1,1,3999
193695,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"839,10",53942,100,237,2,0,1,1,3450
193696,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"719,83",53943,100,237,2,0,1,1,4593
193697,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1567,29",53944,100,237,2,0,1,1,4204
193698,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"932,63",53945,100,237,2,0,1,1,381
193699,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1066,75",53946,100,237,2,0,1,1,2844
193700,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1319,41",53949,100,237,2,0,1,1,4556
193701,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"2219,22",53950,100,237,2,0,1,1,151
193702,D,2025-01-09 0:00:00,TARIFA BANCARIA,"28,00",0,,237,0,50,0,0,0
193803,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"2494,33",53642,100,237,2,0,3,1,5735
193704,D,2025-01-10 0:00:00,TARIFA REGISTRO COBRANCA,"13,80",0,,237,0,50,0,0,0
193705,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"140,00",346,1,237,0,21,1,2,5210
193706,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"983,16",1010636124,U,237,0,55,1,3,5394
193707,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"1015,45",26348,1,237,0,22,2,2,2286
193708,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"546,56",26350,1,237,0,22,2,2,2286
193709,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"3665,46",138904,1,237,0,22,1,2,92
193710,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"548,17",1010638524,U,237,0,55,1,3,5394
193711,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"697,25",67511,1,237,0,45,1,2,4558
193712,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"348,75",35,2,237,0,22,2,2,5688
193713,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"1796,32",1061182,A,237,0,17,1,3,3974
193714,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"848,66",23039,S,237,0,42,1,2,1869
193715,D,2025-01-13 0:00:00,Lançamento Referente Pagamento Duplicata,"36374,41",19812012025,1,41,0,25,1,2,198
193716,D,2025-01-13 0:00:00,TED TRANSF ELET DISP * - pgto icms banrisul,"36374,41",0,,237,0,0,0,0,0
193717,C,2025-01-13 0:00:00,TED TRANSF ELET DISP * - pgto icms banrisul,"36374,41",0,,41,0,0,0,0,0
193718,D,2025-01-10 0:00:00,Lançamento Referente Pagamento Duplicata,"108,89",20989,S,237,0,11,1,2,3421
193719,D,2025-01-10 0:00:00,APLICACAO INVESTIMENTOS,"54748,71",0,,237,0,0,0,0,0
193728,D,2025-01-13 0:00:00,DOC/TED INTERNET,"13,10",0,,237,0,50,0,0,0
193729,D,2025-01-13 0:00:00,TARIFA AUTORIZ COBRANCA,"5,44",0,,237,0,50,0,0,0
193730,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"387,45",21173,1,237,0,22,3,2,4923
193731,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"3111,00",58255448,890,237,0,21,1,2,5484
193732,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"1722,56",607355,U,237,0,55,1,3,4814
193733,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"103,75",608742,U,237,0,23,1,3,5569
193734,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"10713,08",138946,1,237,0,22,1,2,92
193735,C,2025-01-07 0:00:00,Lançamento Referente Recebimento Duplicata,"46,99",54019,100,237,2,0,1,1,5760
193737,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,108,412",53248,100,237,2,0,1,1,4004
193738,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1,648,997",53249,100,237,2,0,1,1,2405
193739,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"12,832,189",53250,100,237,2,0,1,1,3548
193740,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,205,688",53251,100,237,2,0,1,1,2420
193741,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,052,687",53303,100,237,2,0,1,1,2422
193742,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,951,358",53304,100,237,2,0,1,1,2418
193743,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"13,709,076",53305,100,237,2,0,1,1,2405
193744,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1,294,721",53306,100,237,2,0,1,1,3360
193745,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,335,123",53307,100,237,2,0,1,1,2414
193746,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"1,201,192",53308,100,237,2,0,1,1,2430
193747,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"16,892,405",53336,100,237,2,0,1,1,2410
193748,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"15,699,373",53337,100,237,2,0,1,1,3942
193749,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"10,940,294",53338,100,237,2,0,1,1,2404
193750,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"15,795,991",53339,100,237,2,0,1,1,2403
193751,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,529,674",53340,100,237,2,0,1,1,2424
193752,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"10,766,212",53341,100,237,2,0,1,1,2408
193753,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"12,000,371",53342,100,237,2,0,1,1,2413
193754,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"13,985,597",53343,100,237,2,0,1,1,2415
193755,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,720,939",53344,100,237,2,0,1,1,2427
193756,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"13,463,728",53345,100,237,2,0,1,1,2412
193757,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"10,702,739",53346,100,237,2,0,1,1,2430
193758,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"13,259,224",53347,100,237,2,0,1,1,2421
193759,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,396,531",53348,100,237,2,0,1,1,2627
193760,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,203,201",53349,100,237,2,0,1,1,4555
193761,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,132,685",53350,100,237,2,0,1,1,5137
193762,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,811,172",53400,100,237,2,0,1,1,2405
193763,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,028,414",53401,100,237,2,0,1,1,2544
193764,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"16,207,815",53402,100,237,2,0,1,1,2407
193765,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"17,828,916",53403,100,237,2,0,1,1,2426
193766,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,398,173",53404,100,237,2,0,1,1,2414
193767,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"24,247,498",53405,100,237,2,0,1,1,3744
193768,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,180,148",53406,100,237,2,0,1,1,5464
193769,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"12,450,129",53422,100,237,2,0,1,1,2404
193770,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,269,115",53424,100,237,2,0,1,1,2422
193771,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"11,677,935",53425,100,237,2,0,1,1,4151
193772,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"10,537,108",53426,100,237,2,0,1,1,2405
193773,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"15,234,216",53428,100,237,2,0,1,1,2412
193774,C,2025-01-10 0:00:00,Lançamento Referente Recebimento Duplicata,"14,917,507",53430,100,237,2,0,1,1,2594
193842,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"1989,23",53456,100,237,2,0,7,1,5378
193843,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"951,47",53750,100,237,2,0,3,1,3363
193844,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"659,40",53766,100,237,2,0,2,1,672
193845,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"1243,74",53767,100,237,2,0,3,1,533
193846,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"976,56",53861,100,237,2,0,1,1,1362
193847,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"2240,98",53932,100,237,2,0,2,1,607
193848,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"870,08",53933,100,237,2,0,2,1,314
193849,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"695,90",53981,100,237,2,0,1,1,5556
193850,C,2025-01-16 0:00:00,Lançamento Referente Recebimento Duplicata,"645,88",53991,100,237,2,0,1,1,561
193851,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"807,61",53835,100,237,2,0,1,1,5744
193852,D,2025-01-15 0:00:00,DESPESAS DE PROTESTO,"18,38",0,,237,0,50,0,0,0
193853,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"4400,00",27507012025,1,237,0,41,1,2,275
193854,D,2025-01-17 0:00:00,Lançamento Referente Pagamento Duplicata,"178,76",1010873324,U,237,0,55,1,3,5394
193855,D,2025-01-17 0:00:00,Lançamento Referente Pagamento Duplicata,"2393,38",57080,1,237,0,22,1,2,245
193856,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"500,00",33,S,237,0,42,1,2,5165
193857,D,2025-01-16 0:00:00,APLICACAO INVESTIMENTOS,"42482,15",0,,237,0,0,0,0,0
193858,C,2025-01-03 0:00:00,Lançamento Referente Recebimento Duplicata,"11214,91",53211,100,237,2,0,1,1,295
194003,C,2025-01-27 0:00:00,Lançamento Referente Recebimento Duplicata,"570,98",53836,100,237,2,0,3,1,1356
193775,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"9177,00",53558,100,237,2,0,2,1,292
193776,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"1850,90",53653,100,237,2,0,4,1,3175
193777,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"3754,18",53751,100,237,2,0,1,1,1595
193778,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"7407,36",53813,100,237,2,0,1,1,397
193779,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"878,86",53818,100,237,2,0,2,1,4955
193780,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"735,17",53839,100,237,2,0,3,1,2435
193781,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"802,94",53840,100,237,2,0,2,1,3363
193782,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"954,10",53845,100,237,2,0,2,1,409
193783,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"500,38",53847,100,237,2,0,2,1,4402
193784,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"840,61",53857,100,237,2,0,2,1,4307
193785,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"504,71",53915,100,237,2,0,2,1,1571
193786,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"959,56",53917,100,237,2,0,2,1,674
193787,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"828,15",53947,100,237,2,0,1,1,2298
193788,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"833,81",53969,100,237,2,0,1,1,178
193789,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"857,86",53978,100,237,2,0,1,1,789
193790,C,2025-01-13 0:00:00,RESG AUTOMATICO INVESTIM,"38351,23",0,,237,0,0,0,0,0
193791,D,2025-01-13 0:00:00,TARIFA BANCARIA,"0,25",0,,237,0,50,0,0,0
193792,D,2025-01-14 0:00:00,TARIFA REGISTRO COBRANCA,"48,30",0,,237,0,50,0,0,0
193793,D,2025-01-14 0:00:00,TARIFA AUTORIZ COBRANCA,"10,88",0,,237,0,50,0,0,0
193794,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"2003,67",21453,1,237,0,22,2,2,4923
193795,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"296,64",27493960,1,237,33,33,1,2,395
193796,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"635,56",14959,201,237,0,46,1,2,2745
193797,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"480,00",195,S,237,0,23,1,2,5535
193799,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"128,87",20671,S,237,0,59,1,2,1822
193859,C,2025-01-17 0:00:00,Lançamento Referente Recebimento Duplicata,"932,18",53614,100,237,2,0,3,1,381
193801,D,2025-01-02 0:00:00,Lançamento Referente Pagamento Duplicata,"1273,61",507738,S,237,0,17,1,2,5142
193802,C,2025-01-14 0:00:00,Lançamento Referente Recebimento Duplicata,"3088,14",53523,100,237,2,0,1,1,522
193804,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"517,29",53762,100,237,2,0,2,1,3847
193805,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"6681,11",53770,100,237,2,0,5,1,4556
193806,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1521,60",53810,100,237,2,0,2,1,502
193807,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"7091,97",53820,100,237,2,0,1,1,699
193808,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1249,29",53848,100,237,2,0,2,1,2339
193809,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1226,01",53852,100,237,2,0,2,1,478
193810,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"646,64",53856,100,237,2,0,2,1,3847
193811,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"2659,75",53925,100,237,2,0,1,1,478
193812,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"310,72",53930,100,237,2,0,1,1,502
193813,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"944,36",53973,100,237,2,0,1,1,2362
193814,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"936,70",53974,100,237,2,0,1,1,5537
193815,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1901,79",53975,100,237,2,0,1,1,4059
193816,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"657,41",53976,100,237,2,0,1,1,1852
193817,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"581,87",53977,100,237,2,0,1,1,3891
193818,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1435,03",53980,100,237,2,0,1,1,906
193819,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1364,02",53982,100,237,2,0,1,1,571
193820,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"1052,74",53983,100,237,2,0,1,1,1937
193821,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"807,61",53984,100,237,2,0,1,1,5744
193822,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"917,15",53986,100,237,2,0,1,1,2513
193824,C,2025-01-15 0:00:00,Lançamento Referente Recebimento Duplicata,"2368,09",53990,100,237,2,0,1,1,2216
193825,D,2025-01-14 0:00:00,DESPESAS DE PROTESTO,"77,35",0,,237,0,50,0,0,0
193826,D,2025-01-14 0:00:00,TARIFA BANCARIA,"0,25",0,,237,0,50,0,0,0
193831,D,2025-01-14 0:00:00,Lançamento Referente Pagamento Duplicata,"4000,00",27507012025,1,237,0,41,1,2,275
193828,D,2025-01-15 0:00:00,DOC/TED INTERNET,"52,40",0,,237,0,50,0,0,0
193829,D,2025-01-15 0:00:00,TARIFA REGISTRO COBRANCA,"19,55",0,,237,0,50,0,0,0
193830,D,2025-01-15 0:00:00,TARIFA AUTORIZ COBRANCA,"5,44",0,,237,0,50,0,0,0
193832,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"680,00",152,1,237,0,30,1,2,5468
193833,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"800,00",58341465,890,237,0,21,1,2,5233
193834,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"314,62",469767,S,237,0,11,1,2,2475
193835,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"819,65",1010871024,U,237,0,55,1,3,5394
193836,D,2025-01-16 0:00:00,Lançamento Referente Pagamento Duplicata,"6157,05",138990,1,237,0,22,1,2,92
193837,D,2025-01-15 0:00:00,Lançamento Referente Pagamento Duplicata,"3850,00",359,S,237,0,16,1,2,4009
193838,C,2025-01-15 0:00:00,RESG/VENCTO CDB,"125082,60",0,,237,0,0,0,0,0
193839,C,2025-01-15 0:00:00,RESGATE FUNDOS,"374916,41",0,,237,0,0,0,0,0
193840,D,2025-01-15 0:00:00,RETIRADA DE LUCRO - DIEGO,"335000,00",0,,237,0,0,0,0,0
193841,D,2025-01-15 0:00:00,RETIRADA DE LUCRO - JAIR,"165000,00",0,,237,0,0,0,0,0
194004,C,2025-01-27 0:00:00,Lançamento Referente Recebimento Duplicata,"653,36",53962,100,237,2,0,2,1,5708
194005,C,2025-01-24 0:00:00,RESG AUTOMATICO INVESTIM,"44766,90",0,,237,0,0,0,0,0
