Numero,numero_parcela,Tipo_C,Codigo_C,Data_Em,Data_Protesto,Protesto,Data_Ven,Data_Ent,Data_Pag,NumeroBanco,Valor_T,Valor_Base,Valor_Atual,Obs,Instituicao,Situacao,Portador,BoletoTipoCarteira,Instituicao,Situacao,Portador,BoletoTipoCarteira,InstrucaoBoleto
55461,2,1,789,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-05 00:00:00.000,2025-09-24 00:00:00.000,2025-11-04 00:00:00.000,09/00000017809-0,"763,35","4188,85",0,"Desconto aplicado na NF no valor de R$        342,95  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:57  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 04/11/2025. Executado:05/11/2025 - 07:04:02  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 05/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 04/11/2025. Executado:05/11/2025 - 07:04:19  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 05/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55461,3,1,789,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-19 00:00:00.000,2025-09-24 00:00:00.000,2025-11-18 00:00:00.000,09/00000017810-4,"763,35","4188,85",0,"Desconto aplicado na NF no valor de R$        342,95  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:57  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 18/11/2025. Executado:19/11/2025 - 07:03:30  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 19/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 18/11/2025. Executado:19/11/2025 - 07:04:26  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 19/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55461,4,1,789,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-03 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,09/00000017811-2,"763,35","4188,85","763,35","Desconto aplicado na NF no valor de R$        342,95  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:58  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55461,5,1,789,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-17 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,09/00000017812-0,"763,33","4188,85","763,33","Desconto aplicado na NF no valor de R$        342,95  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:58  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55462,1,1,3424,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-24 00:00:00.000,2025-10-20 00:00:00.000,09/00000017813-9,"793,61","1457,7",0,"Desconto aplicado na NF no valor de R$        298,37  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:58  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:03  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:27  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55462,2,1,3424,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-19 00:00:00.000,2025-09-24 00:00:00.000,2025-11-18 00:00:00.000,09/00000017814-7,"664,09","1457,7",0,"Desconto aplicado na NF no valor de R$        298,37  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 18/11/2025. Executado:19/11/2025 - 07:03:31  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 19/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 18/11/2025. Executado:19/11/2025 - 07:04:27  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 19/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55463,1,1,672,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-24 00:00:00.000,2025-10-23 00:00:00.000,09/00000017815-5,"1236,83","3150,67",0,"Desconto aplicado na NF no valor de R$        410,11  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 23/10/2025. Executado:24/10/2025 - 09:38:52  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 24/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 23/10/2025. Executado:24/10/2025 - 09:39:16  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 24/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55463,2,1,672,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-19 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,09/00000017816-3,"956,92","3150,67","956,92","Desconto aplicado na NF no valor de R$        410,11  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55463,3,1,672,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-17 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,09/00000017817-1,"956,92","3150,67","956,92","Desconto aplicado na NF no valor de R$        410,11  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:39:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55464,1,1,5133,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-24 00:00:00.000,2025-10-22 00:00:00.000,09/00000017818-P,"1347,11","3431,6",0,"Desconto aplicado na NF no valor de R$        495,07  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 22/10/2025. Executado:23/10/2025 - 07:24:43  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 23/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 22/10/2025. Executado:23/10/2025 - 07:25:07  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 23/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55464,2,1,5133,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-29 00:00:00.000,2025-09-24 00:00:00.000,2025-10-29 00:00:00.000,09/00000017819-8,"1042,25","3431,6",0,"Desconto aplicado na NF no valor de R$        495,07  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 29/10/2025. Executado:30/10/2025 - 06:59:03  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 30/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 29/10/2025. Executado:30/10/2025 - 06:59:25  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 30/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55464,3,1,5133,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-05 00:00:00.000,2025-09-24 00:00:00.000,2025-11-05 00:00:00.000,09/00000017820-1,"1042,24","3431,6",0,"Desconto aplicado na NF no valor de R$        495,07  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 05/11/2025. Executado:06/11/2025 - 10:32:04  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 06/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 05/11/2025. Executado:06/11/2025 - 10:32:23  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 06/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55465,1,1,5730,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-24 00:00:00.000,2025-10-22 00:00:00.000,09/00000017821-P,"850,16","850,16",0,"Desconto aplicado na NF no valor de R$        331,99  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 22/10/2025. Executado:23/10/2025 - 07:24:43  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 23/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 22/10/2025. Executado:23/10/2025 - 07:25:07  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 23/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55466,1,1,397,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-10 00:00:00.000,2025-09-24 00:00:00.000,2025-11-10 00:00:00.000,09/00000017822-8,"8365,6","8365,6",0,"Desconto aplicado na NF no valor de R$      3.424,58  Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 10/11/2025. Executado:11/11/2025 - 18:33:06  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 11/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 10/11/2025. Executado:11/11/2025 - 18:33:24  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 11/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55467,1,1,1595,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-08 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,09/00000017824-4,"6413,78","6609,5","6413,78","CONCEDIDO DESCONTO EM DUPLICATA NO VALOR DE R$195,72 REFERENTE A 3,25% V.P. CONFORME ACORDO COMERCIAL.          Impresso formato Gráfico Bradesco. Usuário:LEIA, Data:24/09/2025, Hora:11:24:02, Máquina:FATURAMENTO    Data da ocorrência/baixa = 25/09/2025. Executado:29/09/2025 - 15:40:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 29/09/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55468,1,1,5613,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"1645,46","1645,46","1645,46",,2,1,2,0,2,1,2,0,
55469,1,1,2414,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"1200,86","1200,86","1200,86",,2,1,2,0,2,1,2,0,
55470,1,1,5743,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"3966,12","3966,12","3966,12",,2,1,2,0,2,1,2,0,
55471,1,1,5799,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-03 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"5015,1","5015,1","5015,1",,2,1,2,0,2,1,2,0,
55472,1,1,4983,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-03 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"5138,33","5138,33","5138,33",,2,1,2,0,2,1,2,0,
55473,1,1,5790,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-03 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"5145,88","5145,88","5145,88",,2,1,2,0,2,1,2,0,
55475,1,1,5865,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-24 00:00:00.000,2025-09-24 00:00:00.000,2025-10-02 00:00:00.000,,"3438,65","3438,65",0,,2,3,2,0,2,3,2,0,
143429,1,2,92,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-23 00:00:00.000,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,"5580,86","5580,86","5580,86",*recebido nfe financeiro 24/09/2025,2,1,2,0,2,1,2,0,
68297,1,2,73,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-25 00:00:00.000,2025-10-22 00:00:00.000,,10,10,0,,2,3,0,0,2,3,0,0,
86983,1,2,4833,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-22 00:00:00.000,2025-09-25 00:00:00.000,2025-10-22 00:00:00.000,,"242,42","242,42",0,,2,3,0,0,2,3,0,0,
1008565025,1,3,5394,2025-09-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-08 00:00:00.000,2025-09-25 00:00:00.000,2025-11-10 00:00:00.000,,"745,91","745,91",0,,237,3,237,9,237,3,237,9,BRADESCO
543530,1,2,85,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-18 00:00:00.000,2025-09-24 00:00:00.000,2025-11-18 00:00:00.000,,"178,7","178,7",0,*recebido nfe financeiro 24/09/2025,2,3,2,0,2,3,2,0,
61115,1,2,245,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,0,2026-01-21 00:00:00.000,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,,"619,83","619,83","619,83",*recebido nfe financeiro 23/09/2025,2,1,2,0,2,1,2,0,
55459,1,1,5865,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-23 00:00:00.000,2025-09-23 00:00:00.000,2025-10-02 00:00:00.000,,"2492,88","2492,88",0,"Desconto aplicado na NF no valor de R$        233,38",2,3,2,0,2,3,2,0,
5222,1,2,5369,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,0,2026-01-21 00:00:00.000,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,,"172,97","172,97","172,97",*recebido nfe financeiro 23/09/2025,2,1,2,0,2,1,2,0,
9504,1,2,1282,2025-09-23 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-07 00:00:00.000,2025-09-23 00:00:00.000,2025-11-07 00:00:00.000,,"1154,4","1154,4",0,*recebido nfe financeiro 23/09/2025,2,3,2,0,2,3,2,0,
1947,1,2,5805,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-20 00:00:00.000,2025-09-23 00:00:00.000,2025-10-20 00:00:00.000,,"980,52","1961,05",0,*recebido nfe financeiro 23/09/2025,2,3,2,0,2,3,2,0,
1947,2,2,5805,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-03 00:00:00.000,2025-09-23 00:00:00.000,2025-11-03 00:00:00.000,,"980,53","1961,05",0,*recebido nfe financeiro 23/09/2025,2,3,2,0,2,3,2,0,
23581,1,2,1822,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-10 00:00:00.000,2025-09-22 00:00:00.000,2025-10-10 00:00:00.000,,"152,5","152,5",0,,237,3,0,9,237,3,0,9,BRADESCO
55448,1,1,5865,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-09-22 00:00:00.000,2025-09-22 00:00:00.000,2025-10-02 00:00:00.000,,"209,71","209,71",0,,2,3,2,0,2,3,2,0,
55449,1,1,5685,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-20 00:00:00.000,2025-09-22 00:00:00.000,2025-10-20 00:00:00.000,09/00000017806-6,"1159,04","1159,04",0,"Desconto aplicado na NF no valor de R$        496,97  Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:25  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:02  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 20/10/2025. Executado:21/10/2025 - 07:17:27  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55450,1,1,5753,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-07 00:00:00.000,2025-09-22 00:00:00.000,2025-10-07 00:00:00.000,09/00000017807-4,"925,26","925,26",0,"Data da ocorrência/baixa = 23/09/2025. Executado:24/09/2025 - 20:55:25  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 07/10/2025. Executado:08/10/2025 - 14:15:30  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 08/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 07/10/2025. Executado:08/10/2025 - 14:15:53  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 08/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55451,1,1,2413,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"6809,71","6809,71","6809,71",,2,1,2,0,2,1,2,0,
55452,1,1,3547,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"1477,32","1477,32","1477,32",,2,1,2,0,2,1,2,0,
55453,1,1,2428,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"1271,57","1271,57","1271,57",,2,1,2,0,2,1,2,0,
55454,1,1,2413,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"1660,17","1660,17","1660,17",,2,1,2,0,2,1,2,0,
55455,1,1,2410,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"2257,65","2257,65","2257,65",,2,1,2,0,2,1,2,0,
55456,1,1,2419,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,1231,1231,1231,,2,1,2,0,2,1,2,0,
55457,1,1,2404,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-22 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"2082,66","2082,66","2082,66",,2,1,2,0,2,1,2,0,
143380,1,2,92,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-21 00:00:00.000,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,"2003,52","2003,52","2003,52",*recebido nfe financeiro 23/09/2025,2,1,2,0,2,1,2,0,
538422,1,2,2475,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-20 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,399,399,399,,237,1,0,9,237,1,0,9,BRADESCO
890259,1,2,3369,2025-09-22 00:00:00.000,1753-01-01 00:00:00.000,0,2025-09-30 00:00:00.000,2025-09-22 00:00:00.000,2025-10-01 00:00:00.000,,"184,59","184,59",0,,237,3,237,0,237,3,237,0,
1008347925,1,3,5394,2025-09-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-05 00:00:00.000,2025-09-22 00:00:00.000,2025-11-05 00:00:00.000,,"903,17","903,17",0,,237,3,237,9,237,3,237,9,BRADESCO
707945,1,3,5569,2025-09-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-04 00:00:00.000,2025-09-22 00:00:00.000,2025-11-04 00:00:00.000,,"112,5","112,5",0,,237,3,237,9,237,3,237,9,BRADESCO
263046,1,2,3818,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-04 00:00:00.000,2025-09-19 00:00:00.000,2025-10-06 00:00:00.000,,"37,64","37,64",0,,2,3,0,0,2,3,0,0,
488892,1,2,5894,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-09-19 00:00:00.000,2025-09-24 00:00:00.000,2025-09-18 00:00:00.000,,"148,53","148,53",0,*recebido nfe financeiro 24/09/2025,237,3,2,0,237,3,2,0,
39519092025,1,2,395,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-09-24 00:00:00.000,2025-09-19 00:00:00.000,2025-09-24 00:00:00.000,,"479,9","479,9",0,*Claro Celular e Modem,237,3,237,0,237,3,237,0,
143361,1,2,92,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-12-18 00:00:00.000,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,"5433,82","5433,82","5433,82",*RECEBIDO NFE - FINANCEIRO 22/09/2025,2,1,2,0,2,1,2,0,
74601,1,2,4558,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-17 00:00:00.000,,195,195,0,*RECEBIDO NFE - FINANCEIRO 22/09/2025,2,3,2,0,2,3,2,0,
55442,1,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-17 00:00:00.000,2025-09-19 00:00:00.000,2025-10-17 00:00:00.000,09/00000017785-P,"1151,4","4783,58",0,"Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:54  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:37:39  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 17/10/2025. Executado:20/10/2025 - 08:38:02  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 20/10/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55442,2,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-10-31 00:00:00.000,2025-09-19 00:00:00.000,2025-10-31 00:00:00.000,09/00000017786-8,"726,44","4783,58",0,"Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:55  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:04  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 31/10/2025. Executado:03/11/2025 - 07:42:30  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 03/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55442,3,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-14 00:00:00.000,2025-09-19 00:00:00.000,2025-11-14 00:00:00.000,09/00000017787-6,"726,44","4783,58",0,"Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:55  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:07  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:34  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]",237,3,237,9,237,3,237,9,BRADESCO
55442,4,1,5887,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-28 00:00:00.000,2025-09-19 00:00:00.000,1753-01-01 00:00:00.000,09/00000017788-4,"726,44","4783,58","726,44","Desconto aplicado na NF no valor de R$        326,37  Data da ocorrência/baixa = 19/09/2025. Executado:22/09/2025 - 14:30:56  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 22/09/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
